id|num_llamad_ent|num_llamad_sal|mb_datos|seg_llamad_ent|seg_llamad_sal
186|193|100|7083|3260|13058
187|12|22|20604|982|10276
188|1|20|1854|15235|6052
189|227|93|7549|3310|16514
190|73|81|653|9788|17800
192|184|88|23533|11949|5903
193|81|6|24530|19986|16060
194|218|38|17283|8525|10285
196|73|80|4062|11295|1320
197|247|3|4340|18292|10686
198|138|72|12110|10573|13483
199|5|99|18124|615|12156
200|35|27|7566|17903|796
201|93|9|21669|17728|3156
202|188|100|19689|18049|14867
203|195|33|2662|3948|14798
204|236|62|24368|18708|13265
205|249|15|7784|19145|19849
206|38|24|9891|18358|15693
207|167|15|19656|11964|6794
208|120|28|18974|4256|4499
209|64|73|12335|14281|4492
210|205|7|18087|2831|16936
211|231|67|23907|4823|6398
212|62|40|18123|2137|2758
213|74|75|18135|3738|10346
214|38|90|24868|10048|15018
215|114|94|21443|12555|4524
216|212|74|16951|10913|619
217|35|20|1146|12066|19098
218|164|15|21217|13107|2538
219|167|73|14446|5137|15338
220|2|64|20040|12261|1721
221|33|5|24819|3824|17653
222|161|39|20928|16548|5619
223|17|55|4268|12516|9516
224|54|6|9452|5443|3475
225|153|29|694|273|2700
226|85|49|13290|3948|1568
227|104|67|523|570|10806
228|56|89|5314|17543|2996
229|45|58|4822|10869|8807
230|145|41|16820|6675|15014
231|247|88|19546|6341|2907
232|86|27|17613|1399|703
233|72|53|10481|15080|19865
234|140|14|19118|726|14844
235|206|48|22766|17677|12061
237|3|87|19103|7263|4908
238|152|81|7738|19356|10086
239|148|100|20859|2592|6141
240|22|79|5441|1788|13283
241|225|2|10128|7904|2755
242|157|20|5654|9468|13578
243|51|65|10453|9247|13480
244|5|88|17286|16102|4755
245|55|85|1431|5662|3121
246|89|31|3164|18646|16013
247|215|86|1729|8293|1148
248|70|56|10318|3417|11562
249|6|98|7665|14861|16087
250|113|81|21703|837|11622
251|200|44|20227|5276|2766
252|199|3|19245|14841|2094
253|163|74|11452|9015|10488
255|12|54|9264|5796|1311
256|141|96|19611|14436|4243
257|195|47|3771|13187|7294
258|173|52|8509|431|16814
259|117|32|7208|15191|13772
260|179|26|9303|9522|9377
261|27|95|5258|12463|3416
262|35|87|14410|16701|3859
263|70|86|15042|3349|16728
264|221|81|17438|9315|4793
266|123|95|609|18416|1586
267|7|8|12594|18703|11594
268|127|36|21181|9505|6310
269|185|73|22635|12762|5766
270|163|11|18193|6762|11126
271|142|49|1151|161|5277
272|115|23|13646|13834|737
273|115|18|8579|6106|4315
274|33|70|1803|16974|6650
275|226|80|18696|4372|10441
276|236|12|2408|14298|19032
277|56|35|8579|13738|15794
278|146|31|15814|5959|10823
279|213|99|7764|7990|4439
280|2|50|5242|12553|15469
281|134|49|7530|3165|3103
282|129|10|2182|2909|18277
283|218|91|24465|2750|18119
284|104|77|5328|1706|15324
285|142|80|22320|16977|18238
286|166|23|19334|3254|16291
287|225|32|20483|4340|16798
288|17|26|16294|358|2017
289|11|94|6781|4896|15687
290|9|91|6727|11846|6059
291|213|6|14402|849|13846
292|249|55|23359|3635|16328
293|96|58|23060|4340|7762
294|104|80|15721|16873|11749
295|38|9|2752|13308|17486
296|178|96|20849|1114|16596
297|189|44|18026|5594|6159
298|39|66|13367|461|3857
300|73|0|21656|4520|5116
301|148|83|24024|6781|356
302|184|39|1810|19441|6996
303|178|95|18854|11490|8249
305|225|14|7376|13686|10189
306|154|46|11863|4214|16894
307|7|71|1993|2980|15252
308|118|23|2765|11279|3351
309|15|77|5370|10799|1301
310|140|77|5613|1913|11755
312|22|37|18525|1954|14251
313|47|67|22945|17766|7896
314|213|16|21973|11578|18175
315|236|97|14137|13688|16039
316|171|9|9464|10099|2518
317|36|12|17811|15884|15709
318|169|92|1039|13375|19506
319|107|64|3500|11220|1093
321|220|95|21636|19629|3590
322|78|96|23415|16691|1105
323|149|67|23394|7206|306
324|129|59|5867|16480|12078
326|23|73|19224|19172|3820
327|147|72|9728|6105|9279
328|194|0|21486|969|8942
329|87|91|4009|4697|8015
330|24|18|6634|15666|2336
331|0|56|1939|16533|16152
332|54|77|19429|12135|14283
333|109|49|16988|6284|18455
334|27|37|11297|896|19138
336|60|58|5677|9197|13389
337|119|63|19584|14282|11705
339|101|92|11627|17053|17739
340|180|83|10238|10853|9149
341|214|57|6254|18608|3464
343|10|24|23454|304|6741
344|99|95|24631|5367|15833
345|148|77|19855|13915|9070
346|30|48|19626|11323|15991
347|188|17|1973|13436|7645
348|34|38|18258|2294|9330
349|34|0|21|14161|18267
350|217|89|16644|17847|19959
351|100|56|13275|7978|15816
352|233|35|4451|14167|8042
353|196|78|7574|11160|15528
354|56|78|24015|5746|10418
355|128|48|3998|3649|14875
356|189|58|20951|8522|772
357|191|51|17329|15848|3786
358|151|22|7457|12070|6488
359|155|47|20399|3398|1188
360|208|36|7303|10854|7502
361|123|9|17687|3784|5255
362|103|4|24817|17386|10740
363|71|84|19984|13530|1446
364|38|8|24607|16517|7574
365|3|8|5059|13363|18508
366|181|0|20821|12590|4831
367|170|81|14765|1708|3668
368|144|34|19016|10108|1843
369|114|100|5002|1742|9752
370|228|43|15255|15288|3028
372|177|26|23696|2996|11234
373|196|60|9703|6106|1193
374|131|54|14465|3437|6462
375|139|9|17092|5823|14651
376|169|10|15500|15439|17803
377|206|36|17948|1097|18651
378|250|39|13505|4068|18121
379|242|76|8432|11715|11233
380|66|80|23770|1618|13408
381|128|5|1202|16226|19424
382|27|91|3102|3825|13637
383|236|81|10808|16346|15737
384|125|42|9667|19726|19905
385|50|79|1537|211|16396
386|104|85|22184|4569|19053
387|94|98|14001|18274|19578
388|142|61|16544|19093|19997
389|15|36|1374|2250|3368
391|225|46|4860|151|2139
392|29|35|1528|3924|2936
393|194|73|23397|2498|11218
394|157|63|4555|16056|12777
395|183|37|3381|16581|11579
396|229|88|4272|11550|19516
397|224|84|24131|6856|13269
398|178|9|3067|17389|1190
399|195|25|14088|17910|4225
400|109|70|11980|17746|13969
401|51|16|17831|17732|8047
402|16|42|21552|13238|3301
403|36|4|11445|10183|19462
404|64|79|1576|7378|4695
405|118|15|12362|16090|13468
406|84|23|9880|1995|3001
407|107|53|19996|8134|8826
408|229|23|24397|19080|9318
409|14|53|8707|3782|17783
410|37|68|5961|9015|10514
411|137|69|5069|10647|1152
412|207|45|3861|13363|5858
413|151|27|8266|3944|10958
414|41|52|13643|4240|14018
415|51|83|14054|11774|10637
416|109|4|22974|20000|18915
417|12|88|1020|11919|11800
419|115|41|22531|6646|1761
420|152|64|8692|12702|12615
421|180|69|2150|16880|8087
422|14|44|16706|11516|8432
423|127|47|20996|16132|7440
424|211|29|8354|14607|15173
425|101|2|1489|14862|7501
426|34|3|4667|19430|3858
427|104|55|4983|15970|5252
428|69|37|9813|1856|4909
429|1|26|17150|4244|7942
430|227|74|17670|17762|15223
431|44|17|20129|19695|850
432|222|18|5527|16527|18905
433|154|84|192|8646|13870
434|246|100|11598|7927|5352
435|198|33|13369|4856|14320
436|12|91|15339|344|219
437|88|22|1814|14822|12610
438|77|21|24935|9877|1904
439|207|55|7154|7054|10833
440|211|2|18200|8783|8639
441|134|86|15686|16088|18504
442|50|99|16773|4222|2438
443|78|64|13334|13167|9098
444|33|76|13943|9688|9428
445|70|91|7769|7688|11596
447|235|22|14807|12584|18206
448|232|98|9564|3424|13236
449|191|0|9868|9300|5842
450|110|90|5450|10396|16225
451|148|84|3761|15664|257
452|217|10|3494|2891|90
454|226|83|13179|2092|17122
455|106|48|7015|10565|18094
456|97|54|2422|3194|12733
457|76|100|16967|15085|17381
458|106|64|21167|6047|11420
459|142|10|11239|1850|19397
460|9|68|23182|8326|9607
461|102|92|2053|8497|3497
462|216|11|20517|4633|19363
463|213|70|20510|10697|11955
464|149|89|14581|3514|6630
465|76|59|16409|12831|18980
467|169|88|13163|17446|17843
468|18|86|18256|18028|16468
469|54|75|24762|7037|16314
470|211|25|3787|1083|5652
471|86|15|11141|13352|1869
472|91|31|10357|10733|18602
473|245|82|23960|9328|16731
474|106|46|4520|4982|18041
475|63|70|661|4155|958
476|126|86|24841|13590|4996
478|93|14|15098|16153|10281
479|223|99|21989|16793|13488
480|119|54|24224|4324|13467
481|39|99|1439|11567|17208
482|203|65|8105|4865|1336
483|245|58|11354|9542|17963
484|34|23|15860|12247|2229
485|29|97|3167|15224|1769
486|78|43|11387|19503|14686
487|173|9|10930|17695|1737
488|196|70|4060|14666|7602
489|185|99|14054|14969|15018
490|126|21|11395|15154|9949
491|31|57|2081|10910|13700
493|19|25|10333|9092|9449
494|131|30|12089|6269|677
495|128|82|9507|13007|1500
496|109|15|4547|9186|8228
497|131|51|24149|6622|772
498|184|96|10330|9018|16397
499|148|89|8033|12991|7956
500|48|30|11379|9774|10356
501|61|90|4577|5700|12033
502|194|27|2151|539|1732
503|13|17|22412|6006|5146
504|74|67|21484|17588|5468
506|9|11|10719|13528|8686
507|176|39|19423|7053|17942
508|48|12|5247|15831|6417
509|179|51|6358|11115|1510
510|128|32|3979|2004|13260
511|91|19|8030|8125|6215
512|203|90|15726|9486|13509
513|238|5|24256|18410|3117
514|145|20|4578|11724|7364
515|241|25|14069|5639|13560
516|46|71|1442|4053|9291
518|118|3|21819|10581|14006
519|66|27|23838|3504|5496
520|104|91|833|12017|6265
521|119|46|4228|15976|1795
522|193|7|18137|18780|2355
523|143|44|18897|1177|16160
524|200|88|3186|7206|9507
525|108|52|24251|790|19693
526|243|40|4386|15430|8351
527|33|33|20251|15243|14070
528|124|31|11323|6501|3002
530|138|75|17071|1556|1868
531|153|15|16745|14082|8202
532|67|8|9565|3335|8022
533|108|44|6787|13514|14454
534|244|82|16835|17963|9427
535|196|94|1207|14082|16210
536|236|68|17048|1837|3662
537|87|9|10792|2518|5190
538|211|97|6265|12412|10294
539|124|78|23031|19408|14448
540|235|91|22469|13156|13925
541|56|11|662|7443|7927
542|222|54|18822|8776|11959
543|21|71|24627|13300|9188
545|190|61|16209|6597|18588
546|195|72|21815|11592|16328
547|210|2|19879|12261|8594
548|182|51|9795|1640|8033
549|178|4|12443|5662|5003
550|117|20|21566|8830|5912
551|82|65|21886|10594|6779
552|68|81|1134|17654|13787
553|239|97|3707|6911|11840
554|69|31|24778|3812|8396
555|41|37|24875|16626|2898
556|210|15|19363|14675|1812
557|215|8|7795|17710|11395
558|153|85|24589|1642|778
559|76|43|23272|319|11318
560|28|100|648|5393|15168
561|186|0|18515|19977|17603
565|153|37|12109|17702|8587
566|76|6|17003|6681|5059
567|73|99|20983|16002|17186
568|115|100|20240|420|5103
569|57|86|18539|18886|17371
570|156|73|1927|14455|17993
571|175|20|3806|14083|15516
572|178|15|17850|2275|10209
574|39|24|24074|16280|14291
575|138|42|14653|4635|18908
576|130|57|7248|16440|17479
577|235|49|6184|12791|2839
578|233|92|20321|5313|5183
580|141|48|8278|11424|15287
581|108|30|19525|6373|11839
582|243|43|16556|15173|19468
583|76|53|17277|18161|902
584|170|60|21691|17563|2441
585|114|40|10356|1823|7361
586|153|82|6796|14833|5879
587|88|89|10605|5524|8206
588|72|83|5250|11121|153
589|75|51|21033|10791|2594
591|183|61|3928|179|13512
592|183|8|21855|16390|16868
593|193|59|10808|19414|1836
594|35|77|9535|18751|5384
595|212|40|19096|18442|8610
596|36|62|16549|1274|6260
597|83|27|16016|755|218
598|14|0|15577|3604|6705
599|129|91|2243|8498|18711
600|22|9|10030|11853|208
601|130|6|15294|19788|1673
602|156|31|10431|4123|11482
603|25|42|19957|17168|6720
605|41|17|21747|8801|5746
606|130|57|24639|2941|10747
607|26|69|8650|4419|10990
608|130|51|19070|4318|15705
609|137|66|6890|818|18763
610|138|89|18071|8341|4399
611|242|34|15057|13220|9936
612|98|31|20617|10846|3280
614|19|100|20084|3431|14726
617|192|19|19435|4064|9006
618|190|40|20553|9505|8493
619|29|33|17148|16583|12197
621|175|76|23525|973|18658
622|171|1|16922|9260|7490
624|40|58|6686|7903|7254
625|37|49|4425|8416|19789
626|186|10|1978|10907|10143
627|192|48|24936|1207|15121
628|73|68|14360|7390|16578
629|29|35|21025|13425|14366
630|45|29|17880|6647|18826
631|177|3|10625|9312|1072
632|37|54|14638|15991|1934
633|23|99|19206|2383|16157
634|213|21|21139|14491|2954
635|117|33|17148|10868|8943
636|139|21|16100|16609|3618
637|146|82|6825|7182|18666
638|35|81|5911|10901|5408
639|160|51|24572|8614|13171
640|123|93|21080|16995|12063
641|146|30|6976|13803|13465
642|191|63|14999|8936|18864
643|119|99|10771|16568|17830
644|185|29|10595|3366|3614
645|67|46|23155|10915|16742
646|209|76|19362|12748|5666
647|43|46|18970|12495|14886
648|71|32|403|8718|19325
649|200|67|17942|15355|1990
650|190|6|11342|11097|14103
651|147|79|21899|9532|17482
652|157|30|1915|17957|381
653|131|21|2044|17906|17764
654|183|50|5321|14688|3617
656|14|100|9112|3213|17945
657|52|7|9836|17198|4231
658|198|21|10825|6856|17114
659|204|92|15679|16795|14048
660|232|5|14072|18416|4173
661|47|46|18384|2266|1768
662|181|23|7045|5528|4858
663|66|8|22081|15013|8642
664|182|26|19289|4896|16037
665|77|59|7166|5204|6625
666|89|46|9102|16320|18219
667|57|27|11775|3089|10100
668|14|32|21073|19478|6143
669|18|75|11836|14084|12264
670|204|98|20768|1643|18813
671|52|88|15603|7322|15730
672|89|59|7379|3588|17092
673|102|62|15797|4445|8471
674|74|65|21391|5019|12054
675|173|58|1437|7823|16665
676|62|73|12906|19727|19512
677|198|92|21506|9829|6721
678|190|53|22407|18884|8024
679|52|96|2669|14169|10159
680|57|70|17588|11152|8641
681|16|41|6983|15598|15359
683|160|76|21774|13490|7484
684|165|0|11722|19682|2161
685|127|32|16235|13462|10195
686|244|57|5559|1133|18099
687|41|43|5385|7776|15517
688|195|1|11013|18369|18180
689|242|67|13213|12512|1191
690|183|6|17989|8184|3857
691|207|27|13282|3390|13275
692|134|46|4394|1579|8826
693|188|25|15895|1150|11286
694|4|94|10820|19389|526
695|24|98|18507|2793|3120
697|120|73|14275|7881|2642
698|90|28|12086|4785|5719
699|85|23|17400|7656|3309
701|3|31|6362|12594|13710
702|143|79|3339|11143|3249
704|230|76|16539|16755|8834
705|65|17|13231|12320|3256
706|154|49|13856|11941|10560
707|1|85|18222|424|6187
708|99|54|1851|5458|12656
709|74|71|14553|15091|14813
710|33|47|8017|10198|2611
711|141|18|91|17799|766
712|110|19|14308|15658|6233
713|248|27|20078|13488|17013
715|157|47|19669|15859|1409
716|240|79|24055|3477|6865
717|199|68|12616|19155|7608
718|35|51|8500|1984|8964
719|37|36|3170|16156|15545
720|201|91|7833|12630|13269
721|225|76|16360|2408|9386
722|12|49|2414|14808|9298
723|70|49|5076|11682|11812
724|161|32|3546|15083|8430
725|200|92|1273|3559|13039
726|58|97|18009|4623|17251
727|9|60|24702|4372|12028
729|197|59|5491|11986|6568
730|190|43|7549|560|3443
731|154|77|18230|18642|11783
733|200|87|23134|13789|1329
735|86|91|767|10849|10579
736|50|42|6532|5736|3137
737|228|77|19409|1022|16506
738|77|6|19833|10579|9312
739|190|67|8843|5455|11226
740|16|17|17416|191|17134
741|132|12|15162|2641|3798
742|196|28|13939|10609|15270
743|35|27|5513|7816|7169
744|204|49|6838|831|8636
745|30|18|1800|6358|19199
746|26|52|6166|19694|9357
747|198|43|10058|9943|9561
748|216|91|18304|13462|3956
749|102|86|18824|14969|16106
750|184|15|16360|6551|3908
751|146|90|584|1062|15898
753|32|81|23647|13486|13939
754|55|19|5087|10117|17401
755|90|28|3916|11783|7684
756|25|76|14646|18236|1136
757|76|89|6933|9021|15952
758|115|25|14349|7280|15587
759|5|100|24471|8475|13779
760|218|25|21196|6408|6236
761|75|95|2397|7687|6935
762|88|6|21070|1650|6016
763|30|85|17792|4373|548
764|233|13|14107|16096|14639
765|107|58|14059|3522|12634
767|119|37|9667|18233|8976
770|162|50|13180|13295|119
771|175|14|20531|19410|1800
772|142|23|15301|1134|7605
773|137|35|16750|19630|18372
774|138|18|11853|17210|18833
775|111|48|1253|15143|2937
776|191|16|9018|15926|3011
777|25|8|16555|14243|16927
778|221|76|18640|16306|11865
780|65|82|23544|7487|693
781|186|3|19012|5750|12333
782|0|6|7291|724|9454
784|70|2|21956|19822|14015
785|93|69|15241|18082|11656
786|151|43|1990|11165|14700
787|171|53|12952|15055|4697
788|79|72|1479|16499|3145
789|159|97|21086|16869|17806
790|17|35|15531|5982|15617
791|85|96|7253|2022|1245
792|202|63|8985|2624|8655
793|139|81|6097|13832|5716
794|213|5|21932|11677|4498
795|57|90|21466|8751|2178
796|23|71|8415|12738|9766
797|185|16|14033|416|4043
798|189|53|4565|8780|3889
799|44|3|22813|14998|589
800|52|0|12080|11039|3832
801|54|99|9626|9530|13544
802|208|24|717|5429|5290
803|193|80|24445|4302|12461
804|217|95|4839|16881|1334
805|220|2|4157|11141|15883
806|92|18|5085|10207|15989
807|235|11|9155|10300|14519
808|83|52|17686|18507|16119
809|153|74|9586|12996|2245
810|74|94|13319|10943|15301
811|11|26|8243|15818|3938
812|242|44|15493|5739|11146
813|129|71|14828|3879|3633
814|115|66|20644|3105|2391
815|32|53|18379|6900|1926
817|138|98|9732|8711|15807
818|82|96|21615|14699|1829
819|205|81|17809|17881|13970
820|247|11|18910|9426|2765
821|162|62|5373|7363|16216
822|146|74|10161|9351|3141
823|47|35|12793|19278|14029
824|128|77|24009|16634|4737
825|51|18|20236|1083|1144
826|250|33|11808|3262|19417
828|45|3|23564|14884|8356
829|167|50|22189|14354|12222
830|57|50|20541|17967|15103
831|27|13|16129|10580|9363
832|176|7|16659|5763|12339
833|152|67|6744|1661|568
834|116|81|9431|19524|8545
835|150|82|3324|3961|9236
836|103|37|13515|3309|10393
837|172|96|15456|11363|6875
838|38|57|14924|3793|15405
839|86|62|6037|15186|17383
841|12|49|15635|6116|2718
842|32|9|7361|4454|7735
843|69|65|23690|18630|9483
844|23|80|7896|3067|5748
845|64|14|9009|2930|19740
846|164|31|24569|13181|17253
847|175|85|10217|8406|6115
848|141|72|14312|12439|13683
849|13|40|22258|14883|14750
850|67|25|1571|16178|11245
851|112|70|21179|16068|4794
852|155|52|13934|7751|2660
853|65|85|8354|19125|14203
854|101|53|5263|719|15526
855|141|4|22070|71|11960
856|115|33|16033|11890|15533
857|72|59|13274|13348|6152
858|193|2|820|9101|19212
859|214|15|9094|2698|19709
860|95|67|19498|18101|16942
861|230|21|21303|8021|19180
862|138|38|16821|7736|14613
863|20|88|14592|16063|7802
864|32|48|15005|4364|11468
865|6|93|11253|8113|19198
866|1|21|6311|8365|11919
867|158|52|7708|13374|635
868|233|6|12592|10598|19918
869|131|71|3006|2592|11237
870|144|24|9940|4624|7820
871|110|0|9618|18286|6304
872|109|55|20210|8833|15148
873|78|2|22012|12094|5331
874|34|12|10993|9673|7371
875|166|89|4185|12013|2022
876|37|78|5540|6572|8067
877|137|75|2728|10395|9609
878|201|50|23095|18625|4863
879|212|36|2321|15930|12439
880|159|23|19860|18209|31
881|167|86|21730|10111|1197
882|134|1|3239|3825|617
883|137|32|20843|17605|200
885|233|78|17381|3857|17297
887|17|90|2194|7113|6739
888|172|37|14798|17381|5851
889|177|84|7114|9282|8652
890|187|98|3164|15343|4007
891|69|83|8048|2942|5261
892|45|54|4194|5847|11258
893|41|38|17862|14699|11457
894|113|44|200|17569|15364
895|238|38|15034|1637|2082
896|224|89|14328|17707|17117
897|159|12|8726|12326|1688
899|175|75|20530|15500|5652
900|248|66|5523|3581|12824
901|74|73|6940|14453|8363
902|40|65|23828|12105|4248
903|90|3|13505|17569|10504
904|248|77|12872|13086|3981
905|17|67|12764|4509|14338
906|3|88|16240|15272|17239
908|177|41|11994|11637|3671
909|212|22|8513|2363|3156
910|19|52|15549|8160|8064
911|104|29|5309|14431|19502
914|217|83|11212|18181|17994
915|203|100|10782|16382|18039
916|220|6|8625|2471|11673
917|137|67|17466|10589|689
918|98|61|18772|19776|3610
920|70|81|11735|16246|2007
921|102|80|11884|10883|4981
922|140|69|17296|13015|11545
923|162|91|5160|14854|1085
924|250|61|21191|12027|10898
925|181|36|7776|1973|12504
926|132|31|6881|8298|10681
927|189|29|10871|6438|17675
928|237|52|18535|11230|5315
929|5|49|23189|7624|10828
930|83|12|14670|4480|9525
931|118|95|21591|326|9628
932|55|75|2173|1138|659
933|247|45|13639|11412|11991
934|238|87|16320|3450|7302
935|76|0|23330|14646|3737
936|185|36|7136|1452|11267
937|164|21|23970|19149|11814
938|245|17|23498|338|14864
939|82|6|1424|16742|1345
940|48|21|12920|17357|16858
941|82|71|20051|4506|6689
942|135|65|16882|14820|666
943|14|49|12003|11690|18057
944|182|21|17683|16041|1239
945|229|30|5550|2774|14523
946|64|12|14731|18015|665
947|90|52|6709|2936|7872
949|97|76|21628|4297|19259
950|217|67|3591|9978|12853
951|161|98|22872|6504|12898
952|135|3|20561|10878|5370
953|221|33|13218|10990|7330
954|157|79|22505|16411|16745
955|194|12|11040|16304|6618
956|248|45|16890|1878|2220
957|217|43|20809|934|101
958|249|35|23432|8000|9011
959|25|43|10774|4846|12892
960|93|82|21413|5616|19753
961|7|37|24290|5518|12215
962|70|93|13925|4259|5352
963|164|37|14781|13002|2075
965|179|31|10900|1317|10312
966|69|86|13078|12964|19787
968|89|20|22256|4431|409
969|237|85|18463|14746|16579
970|115|10|2513|1146|3944
971|20|94|1913|2103|14387
972|177|64|7933|1814|7169
973|220|14|16724|10604|6838
975|84|87|3290|15655|17205
976|229|76|6518|10976|3942
977|232|80|5694|5043|8534
978|153|90|15473|10339|19264
979|134|24|10328|10810|10066
980|69|11|17981|18438|11560
981|124|26|19361|14947|885
982|206|77|10708|12752|11242
983|71|16|16133|2837|1583
984|38|75|502|17459|1325
985|41|17|16323|13523|19374
986|34|21|7607|6955|11856
987|69|79|21409|1451|8913
988|100|22|3550|17685|12043
990|249|72|4200|8346|19252
991|160|60|21615|1192|18881
992|77|90|2630|3529|5876
994|85|12|4107|13265|18400
995|28|43|9454|3277|19766
996|217|55|24612|14419|13325
997|99|8|24983|18833|1763
998|153|70|3807|8526|11523
999|23|18|20516|9426|3023
1001|138|62|18392|19202|2661
1002|175|6|23132|13706|10688
1003|200|6|21004|1694|11514
1004|91|15|7604|18013|8349
1005|79|48|3666|18311|19597
1006|196|88|11284|13706|8471
1007|235|64|14726|9518|17658
1008|90|23|19821|15879|753
1009|33|34|20762|9369|13658
1010|221|64|21559|574|3998
1012|181|50|11178|12294|2986
1013|75|64|5696|8991|7311
1014|131|33|546|14043|6565
1015|148|40|7896|11864|16625
1016|124|42|1180|3652|6060
