id|financiacion|imp_financ|descuentos
865|||SI
868|SI|15.40351953827621|
870|SI|30.2157567400776|
871|||SI
875|||SI
880|||SI
885|||SI
889|||SI
890|SI|12.391435685314852|SI
897|SI|15.818354963963154|SI
903|||SI
904|||SI
906|SI|38.00241653567935|SI
918|SI|32.26725871730489|
935|||SI
938|||SI
940|SI|33.59176619370526|
943|||SI
949|||SI
954|||SI
956|||SI
958|||SI
962|||SI
965|||SI
970|||SI
971|SI|22.209177871162137|
973|||SI
975|SI|21.192388892920388|SI
979|||SI
980|SI|11.340435675189786|SI
983|||SI
985|||SI
987|||SI
990|SI|15.737283061577564|
1003|||SI
1004|||SI
1009|||SI
1017|||SI
1019|||SI
1021|||SI
1026|||SI
1027|||SI
1038|||SI
1048|||SI
1054|||SI
1055|||SI
1063|||SI
1071|||SI
1079|SI|16.20138233880287|
1081|||SI
1082|SI|7.451747388977046|
1083|||SI
1085|||SI
1089|SI|20.16336682341481|SI
1097|||SI
1103|SI|37.46080252828042|
1106|SI|32.618818082158754|
1108|||SI
1110|||SI
1115|||SI
1116|||SI
1118|||SI
1122|||SI
1124|SI|9.302645759202608|
1130|||SI
1131|||SI
1141|SI|28.9897319877518|
1143|||SI
1145|SI|11.126030439517233|SI
1147|||SI
1150|||SI
1153|||SI
1154|||SI
1157|||SI
1160|||SI
1161|SI|36.20126068547575|
1163|||SI
1178|SI|8.795982985313529|
1187|SI|23.375747283135386|
1189|||SI
1192|||SI
1193|SI|30.44066448791769|
1205|||SI
1207|||SI
1208|||SI
1214|||SI
1229|SI|18.64512746407349|
1232|||SI
1234|SI|22.479260076862094|
1236|||SI
1238|||SI
1243|||SI
1245|||SI
1257|||SI
1258|||SI
1261|SI|8.231117811625449|
1271|SI|15.425065198603928|SI
1278|||SI
1279|||SI
1281|SI|33.326185907091386|
1286|||SI
1290|||SI
1297|||SI
1299|||SI
1304|||SI
1305|SI|36.522632120528975|
1306|||SI
1309|SI|10.056652335523296|
1324|SI|33.90146395519835|
1326|||SI
1328|||SI
1331|SI|11.155369706263015|
1332|||SI
1339|||SI
1345|||SI
1346|||SI
1351|SI|35.96123172101864|
1355|||SI
1357|||SI
1367|||SI
1373|||SI
1381|SI|8.261235011386628|
1387|||SI
1388|||SI
1392|SI|19.046488843184726|
1393|||SI
1397|||SI
1399|||SI
1400|||SI
1401|||SI
1402|||SI
1405|||SI
1422|SI|32.30938428297267|
1432|||SI
1436|||SI
1441|||SI
1444|||SI
1453|SI|6.856859315183137|
1459|SI|15.027251226160256|
1461|||SI
1462|SI|36.46887712141545|
1463|||SI
1467|||SI
1469|SI|10.959139053179591|
1470|||SI
1471|||SI
1476|||SI
1481|||SI
1488|||SI
1490|||SI
1491|||SI
1495|||SI
1496|SI|20.8580854076648|
1508|||SI
1510|SI|15.986685967153615|
1521|||SI
1529|SI|15.2567965248441|SI
1531|SI|28.949303444405146|
1532|||SI
1536|||SI
1538|SI|27.53694145148929|
1540|||SI
1545|||SI
1546|||SI
1552|||SI
1553|||SI
1556|||SI
1561|SI|11.76233753269143|
1563|SI|5.474158324109276|
1564|||SI
1565|||SI
1567|||SI
1568|||SI
1569|SI|17.50539137273213|
1575|||SI
1578|||SI
1579|||SI
1581|||SI
1584|||SI
1591|||SI
1598|||SI
1601|||SI
1603|||SI
1604|||SI
1606|||SI
1607|||SI
1611|||SI
1617|||SI
1618|||SI
1622|||SI
1633|SI|19.343332814001716|
1634|||SI
1635|SI|11.052437535106547|SI
1636|||SI
1637|||SI
1638|||SI
1643|||SI
1648|||SI
1650|||SI
1655|||SI
1656|||SI
1664|||SI
1669|SI|10.959276287784084|
1670|||SI
1683|SI|38.41486000095311|
1684|SI|20.043643750176976|
1686|||SI
1687|||SI
1692|||SI
1708|||SI
1709|||SI
1713|SI|15.133414915682314|
1714|||SI
1727|||SI
1732|||SI
1733|||SI
1736|SI|32.954847505379206|
1737|||SI
1738|||SI
1750|||SI
1752|SI|30.40586268862956|
1754|||SI
1760|||SI
1761|||SI
1783|||SI
1785|SI|35.218611846426114|
1786|||SI
1788|||SI
1794|||SI
1795|SI|28.63123543956647|SI
1799|SI|28.552171762853664|
1801|||SI
1805|||SI
1806|||SI
1811|SI|26.406903473658446|
1815|||SI
1818|SI|30.57076390864543|SI
1820|||SI
1823|||SI
1828|||SI
1831|||SI
1832|||SI
1833|SI|27.774051519796142|
1834|SI|36.41924132755656|
1837|SI|36.66688668573011|
1844|||SI
1847|||SI
1850|||SI
1853|SI|31.38326997984037|
1855|||SI
1857|||SI
1868|SI|20.651989875864032|SI
1882|||SI
1884|||SI
1886|SI|37.73777721115656|
1890|||SI
1895|||SI
1898|||SI
1905|||SI
1906|||SI
1908|||SI
1910|SI|39.229849021054505|SI
1913|||SI
1916|||SI
1926|||SI
1927|||SI
1928|||SI
1937|||SI
1940|||SI
1948|||SI
1956|||SI
1959|||SI
1967|||SI
1973|||SI
1977|SI|14.833728337402244|
1980|||SI
1987|||SI
1989|||SI
1995|||SI
2001|||SI
2005|SI|5.7121811335927255|SI
2006|||SI
2007|||SI
2008|||SI
2018|SI|9.91364516315117|
2027|||SI
2029|SI|30.090825820295358|
2033|||SI
2034|||SI
2037|||SI
2042|||SI
2043|||SI
2044|||SI
2046|||SI
2051|||SI
2052|||SI
2066|SI|26.75756278077959|
2071|||SI
2073|||SI
2075|||SI
2082|SI|25.816359475294785|
2090|||SI
2091|SI|18.964347557363066|SI
2093|SI|15.697528012947414|
2094|||SI
2096|||SI
2101|||SI
2107|||SI
2110|||SI
2122|||SI
2126|||SI
2128|||SI
2132|SI|16.324012182133607|
2133|||SI
2140|||SI
2143|||SI
2145|||SI
2150|SI|35.24892418711265|
2160|||SI
2164|||SI
2166|||SI
2167|||SI
2170|||SI
2180|||SI
2187|SI|21.425761497172946|
2189|||SI
2192|||SI
2200|SI|27.215175769418355|
2202|SI|32.99112352152152|
2205|||SI
2206|||SI
2214|||SI
2216|||SI
2217|||SI
2218|||SI
2223|||SI
2224|||SI
2225|SI|25.378315576850877|
2228|||SI
2231|SI|6.650598354665747|SI
2234|||SI
2238|||SI
2239|||SI
2242|||SI
2247|SI|10.467406401876113|SI
2249|||SI
2254|||SI
2256|||SI
2258|SI|19.35525500586856|
2260|||SI
2269|||SI
2271|||SI
2272|||SI
2273|||SI
2281|||SI
2282|||SI
2288|||SI
2296|||SI
2297|||SI
2308|||SI
2309|||SI
2312|SI|6.72226443344807|
2316|||SI
2317|SI|14.106746714504142|
2322|||SI
2323|||SI
2324|||SI
2331|||SI
2349|SI|39.97837600573375|
2353|SI|30.642089827675143|
2356|||SI
2357|SI|37.09748929738695|
2359|||SI
2368|SI|32.28226665573396|SI
2375|||SI
2381|||SI
2386|SI|29.07717022906793|
2387|||SI
2388|||SI
2395|||SI
2396|||SI
2397|||SI
2398|||SI
2402|||SI
2403|||SI
2413|SI|7.070667436523943|
2416|||SI
2417|SI|17.222500934613564|
2418|SI|36.18379201768872|SI
2421|||SI
2424|||SI
2432|SI|29.50434821211573|
2439|||SI
2444|||SI
2445|||SI
2449|||SI
2450|SI|20.643269749824753|
2451|||SI
2452|||SI
2454|||SI
2458|||SI
2461|||SI
2464|SI|31.860960681637835|
2465|||SI
2468|||SI
2475|||SI
2483|||SI
2486|SI|11.78240521561628|
2491|||SI
2496|||SI
2500|||SI
2510|||SI
2511|||SI
2513|||SI
2518|SI|19.47415859914063|SI
2523|SI|12.400273534545565|SI
2524|||SI
2531|||SI
2534|||SI
2543|SI|26.58287512252809|
2545|||SI
2547|||SI
2560|||SI
2566|||SI
2568|SI|21.4625826390173|SI
2569|||SI
2570|||SI
2571|||SI
2572|||SI
2574|||SI
2581|||SI
2582|||SI
2586|||SI
2587|||SI
2594|||SI
2603|SI|15.739711564568735|
2604|||SI
2610|||SI
2611|||SI
2615|SI|28.549532734749064|SI
2616|||SI
2620|||SI
2631|||SI
2634|||SI
2635|||SI
2638|||SI
2643|||SI
2647|||SI
2650|||SI
2651|||SI
2652|||SI
2653|SI|18.72113505877524|
2662|||SI
2668|SI|24.54987104330437|
2669|||SI
2673|||SI
2678|SI|31.41727257047329|
2680|||SI
2685|||SI
2686|SI|18.45851351969781|
2687|||SI
2692|||SI
2697|||SI
2699|||SI
2700|||SI
2701|||SI
2703|||SI
2704|SI|24.22116364191691|SI
2705|||SI
2712|||SI
2714|SI|9.322957594798574|
2715|||SI
2716|||SI
2718|||SI
2721|||SI
2723|||SI
2732|||SI
2735|||SI
2739|||SI
2740|||SI
2742|||SI
2743|SI|25.771650884527176|
2745|SI|33.64602636041285|
2746|||SI
2747|||SI
2748|||SI
2756|||SI
2758|||SI
2759|||SI
2760|SI|32.95063821523381|
2763|||SI
2764|||SI
2765|SI|29.78968722801125|
2766|||SI
2770|||SI
2771|||SI
2775|||SI
2777|||SI
2780|||SI
2783|||SI
2789|SI|35.80928671141367|
2792|||SI
2797|||SI
2801|||SI
2805|SI|36.55903669311935|
2811|||SI
2812|||SI
2813|||SI
2814|SI|35.22411676514861|
2818|SI|38.40490813898211|
2824|SI|17.050843339858087|
2829|||SI
2833|||SI
2834|||SI
2840|||SI
2844|SI|18.12410298745343|
2852|||SI
2854|SI|13.407625514417456|
2855|||SI
2860|||SI
2870|||SI
2871|||SI
2872|SI|15.28110124651988|
2875|||SI
2883|||SI
2889|SI|18.91488161373659|
2897|||SI
2903|||SI
2905|||SI
2908|||SI
2909|SI|20.006007303754767|
2912|SI|8.964016581491308|
2915|||SI
2919|||SI
2933|||SI
2940|SI|8.107859688832313|
2949|||SI
2952|||SI
2953|||SI
2955|SI|29.42094947332561|
2961|SI|21.4752960131632|SI
2968|SI|8.196307056899277|SI
2971|||SI
2980|||SI
2981|||SI
2984|||SI
2989|||SI
2999|SI|29.644865926010407|
3003|||SI
3004|SI|27.72122747305041|
3013|||SI
3017|||SI
3018|||SI
3021|||SI
3025|||SI
3026|||SI
3028|||SI
3031|||SI
3034|||SI
3038|SI|19.540691332244254|SI
3039|||SI
3042|SI|8.373243372923273|
3043|SI|34.145905019170854|SI
3044|||SI
3046|SI|28.19813149903809|
3048|||SI
3058|||SI
3062|||SI
3063|||SI
3065|||SI
3072|||SI
3073|||SI
3074|||SI
3084|||SI
3104|||SI
3109|||SI
3110|||SI
3111|||SI
3112|SI|18.900874495712248|
3124|||SI
3127|SI|27.20353311765143|
3133|SI|5.02141758831353|SI
3134|||SI
3139|SI|14.240522054470274|
3140|||SI
3144|||SI
3147|||SI
3150|||SI
3151|||SI
3155|||SI
3158|||SI
3160|SI|20.41163243658516|
3163|SI|11.99136435659429|
3175|SI|30.23217953105923|SI
3178|||SI
3184|||SI
3196|||SI
3199|||SI
3200|SI|32.134394153254064|SI
3203|SI|27.210533909003768|
3204|||SI
3205|||SI
3206|||SI
3211|||SI
3212|||SI
3214|||SI
3215|||SI
3217|SI|5.916831508344438|
3222|SI|36.63353995049538|SI
3227|||SI
3228|||SI
3233|||SI
3234|||SI
3237|||SI
3241|||SI
3250|SI|16.654504524432607|
3257|||SI
3269|||SI
3272|SI|15.829319311888408|
3273|||SI
3275|SI|28.88916495293889|
3278|||SI
3284|||SI
3296|||SI
3299|||SI
3303|||SI
3304|||SI
3306|||SI
3307|||SI
3310|SI|35.8610947818225|
3312|||SI
3315|||SI
3316|||SI
3318|||SI
3321|||SI
3324|||SI
3328|||SI
3330|||SI
3335|||SI
3339|SI|6.960638297908809|
3345|||SI
3347|SI|24.8295422967672|SI
3350|||SI
3353|SI|14.018836749106724|SI
3354|||SI
3358|||SI
3367|||SI
3371|||SI
3374|SI|25.397583792921342|
3375|||SI
3377|SI|18.537047814923845|SI
3389|||SI
3390|||SI
3391|||SI
3395|||SI
3404|SI|8.000380937069615|
3405|SI|26.73818621037579|
3411|||SI
3412|||SI
3416|||SI
3418|SI|26.451975783079032|SI
3422|||SI
3423|||SI
3428|||SI
3435|||SI
3437|||SI
3439|||SI
3440|||SI
3447|||SI
3451|SI|15.920083418793759|
3455|||SI
3464|SI|31.72369620516909|
3465|||SI
3467|||SI
3468|SI|11.509837749928346|SI
3473|||SI
3476|||SI
3479|SI|8.845219761138248|
3483|SI|33.126982079110306|
3484|SI|31.78971704241039|SI
3489|SI|14.320105566555824|
3491|||SI
3495|||SI
3497|||SI
3502|||SI
3504|||SI
3505|||SI
3507|||SI
3508|||SI
3510|||SI
3514|SI|11.776304883343064|SI
3521|||SI
3530|||SI
3531|||SI
3532|||SI
3538|SI|30.132981634575962|
3544|||SI
3554|||SI
3559|||SI
3561|||SI
3563|||SI
3566|||SI
3567|||SI
3568|||SI
3572|SI|25.110686864629365|
3578|||SI
3582|SI|16.323792667079953|
3584|||SI
3591|||SI
3595|||SI
3598|SI|29.476687055224325|SI
3602|SI|12.996222488497553|
3617|||SI
3619|||SI
3621|SI|37.41466467842654|SI
3624|||SI
3634|||SI
3638|||SI
3648|||SI
3649|||SI
3650|||SI
3651|||SI
3654|||SI
3656|||SI
3659|SI|29.886462235369617|
3663|||SI
3666|||SI
3668|SI|14.456359329441982|
3679|||SI
3681|||SI
3685|||SI
3686|||SI
3687|||SI
3688|||SI
3693|||SI
3694|||SI
3695|||SI
3698|||SI
3704|||SI
3705|||SI
3706|SI|37.55571960730885|
3716|||SI
3721|||SI
3722|||SI
3733|||SI
3736|||SI
3742|||SI
3746|||SI
3749|SI|24.858506647936807|SI
3750|||SI
3753|||SI
3757|||SI
3758|||SI
3759|||SI
3766|||SI
3768|||SI
3770|||SI
3772|||SI
3776|||SI
3781|||SI
3782|SI|39.959738810268775|
3790|||SI
3802|SI|11.980248132560785|
3807|||SI
3811|||SI
3820|SI|7.459786680712146|
3821|||SI
3828|SI|33.96516967672251|
3830|SI|34.87747882128119|
3831|||SI
3843|SI|29.197993106308605|
3844|||SI
3845|||SI
3848|||SI
3865|||SI
3867|||SI
3868|||SI
3869|SI|12.058891459525876|
3873|||SI
3876|||SI
3877|SI|36.18044547533242|
3879|||SI
3884|||SI
3889|SI|13.645409549766386|SI
3893|||SI
3898|||SI
3903|||SI
3906|||SI
3907|SI|7.7393628281339515|
3909|||SI
3917|SI|15.560557180316868|
3924|||SI
3933|||SI
3935|||SI
3936|||SI
3937|||SI
3943|||SI
3944|||SI
3945|SI|26.095433338016964|
3948|||SI
3949|||SI
3957|||SI
3958|SI|20.27013208993172|
3960|||SI
3975|||SI
3981|||SI
3984|SI|26.836418412718864|
3987|||SI
3989|SI|28.367415762915183|
3991|||SI
3997|||SI
4005|||SI
4012|||SI
4017|||SI
4020|SI|31.864878658240162|
4024|||SI
4029|||SI
4032|||SI
4033|SI|38.14299496025142|
4037|||SI
4040|||SI
4045|||SI
4055|||SI
4056|||SI
4057|||SI
4059|||SI
4063|||SI
4067|||SI
4079|||SI
4080|||SI
4081|||SI
4086|||SI
4089|||SI
4097|SI|9.026928422383296|SI
4101|||SI
4123|||SI
4125|||SI
4127|SI|7.906936067767117|SI
4129|||SI
4130|||SI
4142|SI|39.90946243724739|SI
4145|||SI
4150|||SI
4154|||SI
4157|||SI
4158|||SI
4159|||SI
4162|SI|27.85551590167995|
4172|||SI
4173|||SI
4175|||SI
4178|||SI
4183|||SI
4184|||SI
4187|||SI
4188|||SI
4189|||SI
4194|||SI
4200|SI|18.655144321288628|
4203|SI|32.63650856025961|
4215|||SI
4216|||SI
4217|||SI
4218|SI|11.404103418384425|
4226|||SI
4231|||SI
4232|||SI
4233|||SI
4237|SI|27.94135899265029|
4242|||SI
4247|||SI
4251|||SI
4252|||SI
4256|||SI
4257|SI|13.580996841986895|SI
4259|SI|26.517407482485808|
4260|||SI
4269|||SI
4279|SI|5.013309309134996|
4295|||SI
4297|||SI
4300|||SI
4307|SI|8.095668385865233|
4309|||SI
4312|||SI
4314|||SI
4322|SI|9.63719418955423|SI
4332|||SI
4342|||SI
4343|||SI
4351|||SI
4352|SI|20.40974939553821|
4354|||SI
4360|||SI
4361|SI|13.947163939879234|
4364|||SI
4367|||SI
4371|||SI
4375|||SI
4391|||SI
4392|SI|17.243665124518227|
4397|SI|17.90658533988726|
4398|||SI
4400|SI|38.812151550765954|SI
4401|SI|34.413243935739665|SI
4418|||SI
4426|||SI
4431|SI|28.706766273586933|SI
4433|||SI
4436|SI|25.81750123643875|
4438|||SI
4445|||SI
4447|||SI
4452|||SI
4456|||SI
4457|SI|26.42543956875825|
4464|||SI
4468|||SI
4470|||SI
4475|||SI
4476|||SI
4477|||SI
4478|||SI
4481|||SI
4483|||SI
4489|||SI
4491|||SI
4502|||SI
4503|SI|5.146375527470585|SI
4507|||SI
4508|||SI
4514|SI|8.959989695368266|
4518|||SI
4521|||SI
4523|SI|24.4475359208842|
4524|||SI
4528|||SI
4534|||SI
4536|||SI
4540|||SI
4542|||SI
4554|||SI
4557|||SI
4561|||SI
4562|||SI
4564|||SI
4566|||SI
4570|||SI
4581|SI|33.941298810260356|
4585|||SI
4594|SI|19.705413667543908|
4596|SI|31.121027387996374|
4598|||SI
4606|SI|16.229302384275762|
4608|||SI
4611|||SI
4614|SI|34.1314605892085|
4619|||SI
4625|||SI
4632|||SI
4634|SI|37.21289249537961|
4642|||SI
4654|SI|26.252672827355102|
4661|SI|9.276101840028838|SI
4670|||SI
4674|SI|30.80675909865705|
4679|||SI
4680|||SI
4681|||SI
4683|||SI
4684|||SI
4696|||SI
4699|SI|18.78000913132133|
4700|SI|16.62771716067582|
4703|SI|16.119068352350112|
4705|||SI
4710|||SI
4715|||SI
4716|||SI
4718|||SI
4721|||SI
4722|||SI
4724|SI|19.164292738749886|
4725|||SI
4729|SI|34.82337961046044|
4731|SI|13.01016820384798|
4732|||SI
4733|||SI
4740|SI|19.31101497630584|
4747|||SI
4752|SI|33.6176522363301|
4758|||SI
4759|SI|13.849090690985765|SI
4763|||SI
4771|||SI
4779|||SI
4781|||SI
4791|SI|35.22825427934859|
4799|SI|27.875631794401087|
4803|||SI
4804|||SI
4806|||SI
4808|SI|31.169878102569946|
4816|SI|8.228482489806073|
4820|SI|26.587868065141567|SI
4821|||SI
4824|||SI
4838|SI|18.358952401811358|
4841|||SI
4845|||SI
4847|||SI
4851|||SI
4856|||SI
4859|||SI
4862|||SI
4864|||SI
4867|||SI
4869|||SI
4879|SI|34.37421615955897|
4880|||SI
4883|||SI
4887|||SI
4892|||SI
4896|||SI
4897|||SI
4901|||SI
4903|SI|16.703927559736385|
4906|SI|15.688349496965447|SI
4909|SI|28.704631257187124|SI
4910|SI|32.25164745405993|
4914|||SI
4919|||SI
4921|||SI
4924|||SI
4928|||SI
4930|||SI
4931|||SI
4933|||SI
4936|||SI
4948|||SI
4949|||SI
4950|SI|29.0924857237948|
4953|||SI
4955|||SI
4970|||SI
4975|||SI
4976|||SI
4977|||SI
4980|||SI
4984|SI|25.460200999933964|
4996|||SI
4998|||SI
5004|||SI
5007|||SI
5008|SI|33.797062203797886|
5010|SI|26.571448285448483|SI
5017|||SI
5018|||SI
5022|||SI
5024|SI|26.321811908287586|
5025|||SI
5041|||SI
5043|SI|31.111796118529853|
5044|SI|32.72706948355126|
5045|||SI
5047|||SI
5062|||SI
5064|SI|20.14316951445864|SI
5067|||SI
5069|||SI
5074|SI|30.96191990915763|
5077|||SI
5079|||SI
5081|||SI
5084|||SI
5087|||SI
5088|||SI
5089|||SI
5105|||SI
5106|SI|30.40751423508812|
5109|||SI
5111|||SI
5115|||SI
5120|||SI
5128|||SI
5130|||SI
5131|SI|17.604390947742267|SI
5132|||SI
5133|||SI
5136|||SI
5137|SI|24.19031257564733|
5142|SI|39.31548497125029|
5146|||SI
5147|||SI
5158|||SI
5159|||SI
5168|||SI
5176|SI|10.442138512779287|SI
5179|SI|27.82396023789356|
5180|SI|32.40488273552486|SI
5185|||SI
5190|SI|12.799952285893117|
5199|||SI
5202|||SI
5204|||SI
5206|SI|11.25418820300478|SI
5215|||SI
5216|SI|14.841569670932063|
5217|||SI
5222|||SI
5228|SI|5.787733100856388|
5230|||SI
5236|||SI
5241|SI|39.19644165308792|
5242|||SI
5249|||SI
5271|SI|30.435249457436857|
5272|||SI
5282|SI|17.784347418258108|
5286|SI|6.9471178681030015|
5291|||SI
5293|||SI
5294|||SI
5303|SI|33.47411007345376|
5311|||SI
5313|SI|36.82663452643489|
5315|||SI
5317|||SI
5326|SI|27.85594749008288|
5328|||SI
5330|SI|11.148338232748237|
5333|SI|22.259428967095385|
5341|SI|17.389097524625356|
5342|||SI
5352|||SI
5354|SI|13.267944719640546|SI
5355|SI|14.403372153211887|
5363|||SI
5373|||SI
5374|||SI
5380|SI|9.019948500318502|
5382|SI|24.749154219445963|
5389|||SI
5401|||SI
5403|||SI
5406|||SI
5409|||SI
5412|||SI
5418|||SI
5419|||SI
5421|||SI
5422|||SI
5426|SI|30.67642152588783|
5432|||SI
5440|||SI
5441|SI|39.75802802317525|SI
5442|||SI
5444|||SI
5446|SI|39.47080400033045|
5451|SI|10.238779881304556|
5453|||SI
5457|||SI
5459|||SI
5460|SI|34.562563058487434|
5465|SI|34.5813454624771|
5467|||SI
5472|||SI
5473|SI|19.880630958009824|
5479|||SI
5480|||SI
5487|||SI
5489|||SI
5492|SI|30.792951459702945|
5493|||SI
5500|||SI
5502|||SI
5510|||SI
5513|SI|28.67808492125329|
5527|||SI
5529|SI|26.906170791321784|
5530|||SI
5532|||SI
5536|SI|7.267146722649497|
5542|||SI
5545|||SI
5546|||SI
5549|SI|35.7885153641046|
5550|SI|37.624339655023775|SI
5555|||SI
5559|||SI
5564|SI|6.6193649100968335|
5565|||SI
5569|||SI
5570|||SI
5572|||SI
5573|SI|31.883041735665607|
5577|||SI
5592|||SI
5593|SI|14.490120038641553|
5594|||SI
5597|||SI
5600|||SI
5601|SI|16.70121647264432|
5602|SI|14.691930438192859|
5604|||SI
5614|||SI
5617|||SI
5625|||SI
5631|||SI
5632|||SI
5646|||SI
5652|||SI
5653|SI|9.756807942790488|
5657|SI|15.331367309775185|
5659|||SI
5662|||SI
5663|||SI
5665|||SI
5666|SI|9.442383152223346|
5676|SI|10.977570997173505|
5679|||SI
5681|||SI
5688|||SI
5696|||SI
5697|||SI
5720|||SI
5724|||SI
5727|||SI
5730|||SI
5733|SI|13.99420327531055|
5743|||SI
5744|||SI
5751|||SI
5756|||SI
5758|||SI
5765|||SI
5767|SI|38.31504507452197|
5774|||SI
5777|||SI
5781|SI|5.159386122613887|
5784|||SI
5786|||SI
5787|||SI
5792|||SI
5801|||SI
5802|SI|7.450824138877702|
5803|||SI
5808|||SI
5809|||SI
5810|||SI
5815|||SI
5820|||SI
5830|||SI
5832|||SI
5841|SI|25.218950536621985|
5843|SI|19.891843819503293|SI
5845|SI|14.443275233103988|
5846|||SI
5849|||SI
5852|||SI
5862|||SI
5871|||SI
5874|SI|36.27294451692542|
5877|SI|13.606754331785204|
5886|||SI
5887|SI|32.96071605885568|SI
5888|||SI
5890|||SI
5891|||SI
5896|||SI
5897|||SI
5898|||SI
5901|||SI
5902|||SI
5905|||SI
5907|||SI
5919|||SI
5920|||SI
5923|||SI
5924|||SI
5932|||SI
5933|SI|5.420874908976726|
5936|||SI
5947|||SI
5950|||SI
5953|||SI
5958|SI|20.110140223408106|SI
5961|SI|22.67747120605314|
5962|||SI
5964|||SI
5966|||SI
5967|SI|19.174955089569767|SI
5971|||SI
5980|||SI
5987|||SI
5992|||SI
5997|||SI
6002|||SI
6004|||SI
6007|SI|11.036605614935482|
6008|||SI
6024|SI|20.97570497563772|
6032|||SI
6038|||SI
6041|||SI
6042|||SI
6043|||SI
6046|||SI
6049|SI|15.528636218909115|
6059|||SI
6061|||SI
6074|||SI
6075|||SI
6076|||SI
6077|||SI
6082|SI|31.20225266178029|
6085|||SI
6086|||SI
6095|||SI
6099|||SI
6102|||SI
6104|||SI
6106|SI|19.130955138372823|
6116|||SI
6122|||SI
6124|SI|20.727687978083875|
6126|||SI
6128|||SI
6133|SI|29.28361856432949|
6136|||SI
6142|||SI
6147|SI|15.97311700124893|SI
6148|||SI
6156|||SI
